sentiment,text
0,b'Embiid gotta be the biggest cry baby in the nba. Accidentally gets hit in face instantly calls for a review for a flagrant'
0,b'This is disgusting @NBA'
0,b'#NBA is the new soccer . Bitches everywhere #NBAPlayoffs'
0,b'What is with NBA players raking eyes nowadays? Seems like a new thing within last year.'
0,b'Kyle lowry is the worst player in the nba i just dont understand'
0,b'Referees have way too much impact on @NBA games.  #PHIvsTOR  hard to watch.'
0,"b""Nba players need Oscar's """
0,b'Embiid pushes Casol and Simmons hit Ibaka in the face and the foul is on the @Raptors ?..come on @NBAOfficial ? @nba . #NBAPlayoffs'
0,b'RT @creedmaknnoise: Do yall understand how pissed off nba youngboy is sitting in that hospital room'
0,b'Whats up with all these NBA games with people getting hit in the eyes'
0,b'@NBA need to start issuing goggles to these niggas.'
0,b'RT @Hoop_Forever: nba niggas so soft bruh .. shi annoying'
0,b'flagrant 2 ban him from the nba'
0,b'What the hell is up with all of these eye pokes this postseason in the NBA?'
0,b'Embiid is the softest bitch in the nba'
0,b'No one in the @NBA is on the floor more than @JoelEmbiid'
0,b'NBA players are the best actors'
0,b'NBA officiating is horrible'
0,b'NBA gonna have to start mandating James Worthy goggles after these playoffs'
0,b'@BenSimmons25 You are the BIGGEST bitch in the NBA'
0,"b'Ok @JoelEmbiid, you have surpassed Blake Griffin for 3rd in NBA history as biggest drama queen.'"
0,b'If this not a Flagrant take away Embiids @NBA !!!!!'
0,b'Unreal'
0,b'This one annoying guy I know tried to justify the NBA being rigged because they wanted the Warriors and Blazers in https://t.co/WMpVlvQAOw'
0,"b'If this isnt a flagrant one, after Embiid got the same call, the @NBA should be ashamed. Consistency matters.'"
0,b'RT @Chifyechi: Lmao yall be baking this man  https://t.co/bekJANrhX9'
0,b'NBA refs are the worst out of any sport'
0,"b'Sorry, maybe my 10th time watching an nba game on tv, but WHY is it that when there is a foul, the tv doesnt repla https://t.co/32dxoq10lK'"
0,b'These Referees are a complete Joke #NBAPlayoffs @NBA'
0,b'RT @existentialiism: fucking myself watching the nba playoffs'
0,b'@NBA @NBAOfficial come on man...this is pathetic!! You guys should be embarrassed!! Play on stop being soft!!'
0,b'@LookAtHisKicks @NBA @NBAonTNT Mike Conley low key got the best one in the game'
0,"b""@SportsCenter CJ has Emerged into one the NBA'S best top teer players CJ i apologize for ever doubtin' you bro i sh https://t.co/dJScTOBrDS"""
0,"b'10 months ago Kevin Durant told CJ McCollum, ""Don\'t worry about what goes on at the top of things."" Now they will m https://t.co/BACa9aOfLl'"
0,"b'NBA barely entertaining no mo, all they do is shoot 3s now got niggas like Embiid shooting as much as a guard CUT DAT'"
0,b'Not sure on NBA rules but is there no moving screen or 5 seconds on the ball handler ??? This is why I dont watch https://t.co/P7Gog7aPMd'
0,b' watching the NBA playoffs is like watching WWE nowadays '
0,b'@nballaccess How you run a nba Twitter account and dont watch a game 7'
0,b'Joel Embid belongs more in the WWE than the NBA. #PHIvsTOR'
0,"b""Why isn't Simmons getting called on that elbow!?! #NBAPlayoffs #NBA"""
0,"b""Game 7 and we're still gaming refs so damn boring c'mon NBA #NBAPlayoffs"""
0,b'NBA IS FUCKING BULLSHIT MAN YOU LITERALLY GET YANKED AND ITS A FOUL ON YOU TF'
0,b'Shame on the NBA making us decide between the final quarter of game 7 of the Semis and the 2nd to last Thrones epis https://t.co/fckInVdc1b'
0,b'Flagrant 1. Call it both ways you clowns. @nba'
0,b'You cant convince me that @NBA officials dont have money on these games'
0,b'Embiid cries and flops more than any other big man in the NBA'
0,b'Pathetic @nba @OfficialNBARefs'
0,"b'I hate this part of the new NBA , that wasnt intentional'"
0,b'@KySportsRadio Depends on what matters to the player. Its usually money. Skal is exactly the player youre thinking https://t.co/FZV9sE4AW5'
0,b'NBA another under hits if we can avoid OT'
0,b'NBA refs are a joke.'
0,b'nba refs so bad bruh'
0,b'The NBA is so soft now. I hate it. I hate how they can review everything.'
0,"b'RT @bearzig: Sorry NBA, ya dont have dragons. #GameofThrones #NBAPlayoffs'"
0,b'RIGGED'
0,b'The fact that Simmons can do what gasol did but didnt get pulled back to do it and we get the flagrant... bruh what @NBA'
0,b'@NBA your officials are a joke....'
0,b'Bruh smh nba officials'
0,b'If some of these NBA players were in a drama class they would 100% ace the class'
0,"b'So it wasnt Memphis getting screwed, its just that Gasol always gets screwed. Get pulled by his back and he gets https://t.co/4P21IzaPJJ'"
0,"b'With apologies to my NBA loving friends, Id like to than the  NHL for the GoT conflict-free scheduling tonight'"
0,b'You trying to provoke me'
0,b'Embiids the biggest flopper in the NBA'
0,b'RT @DSGNTree: Maybe the worst call of the entire NBA season.  https://t.co/IJDUkE78aI'
0,b'NBA is so boring '
0,b'The NBA calls too many flagrant fouls.\n\nBut what Gasol just did to Embiid has to be considered on the same level as https://t.co/eMAb4hw9Eq'
0,b'All NBA players should wear goggles. Problem solved.'
0,b'the nba would be better if everyone had to wear horace grant goggles'
0,"b'""kind of got tangled up""\n\nC\'mon NBA'"
0,b'RT @CTwilsonn: Embiid is the softest bitch in the nba'
0,b'Why every NBA player go for each others eyes'
0,b'@KyleNeubeck Has to be @nba or are you saying you are inconsistent in the enforcement of rules?'
0,b'Softest player Ive ever seen in the NBA is Embiid then Durant. Ive never seen softer players.'
0,b'Lmfao NBA officiating so inconsistent'
0,"b""These @NBA refs are a joke. Embiid is the suckiest baby I've even seen play"""
0,"b'Imagine if we taught kids to screen the way Ibaka just shoved Simmons, so hard to watch the NBA and their lack of a https://t.co/5qufvFPOnS'"
0,"b""Embiid's reaction to that play is exactly why the @NBA gets a bad reputation for crybaby attitude.  Guy slowly dies https://t.co/3r3PtckFWb"""
0,b'@NBA looool yall are a joke'
0,"b'RT @Liberty_Ballers: ""kind of got tangled up""\n\nC\'mon NBA'"
0,b'The NBA so damn soft dawg wth'
0,"b'if there is anything women can learn from the NBA its that you can take down a 7-foot tall, jacked dude by just gently swiping his eyeball.'"
0,"b'I think its safe to say that @JoelEmbiid has become the biggest primadonna in the NBA. From NBA standards, thats probably a compliment.'"
0,b'This NBA so soft. Everyone fall\nTo the floor for everydamnthing!! #GetchoAssUp'
0,b'RT @Cronxzay: slandering other NBA teams so fire when your team is ass'
0,"b'The NBA is no place for a Leafs fan, too many blown leads per game. Micro lead changes are stressful, w/ video review.'"
0,b'RT @SportsTalkBarry: No team in NBA history that has lost Game 7 ended up winning the series.\n\n#AdvancedStats'
0,b'JoJo was called for a flagrant for that same play @NBA'
0,b'NBA refs are worse than MLB umps. That says a lot.'
0,"b'WHY WOULDN\'T @Kevinharlan SAY ""RIGHT BETWEEN THE EYES"" WHEN EMBIID GOT HIT LITERALLY RIGHT BETWEEN THE EYES?!?! https://t.co/23ojvNkHyv'"
0,"b'If the NBA Refs were consistent then Gasol hitting Embiid should be a flagrant, but ok.'"
0,b'NBA is the softest shit ever I swear.'
0,b'Never have I cut off a NBA Game 7 without hesitation. #DemThrones changed that.'
0,"b""@SixersAdam Couldn't be any more similar to the play they gave Embiid a flagrant for. It's amazing the spot the NBA https://t.co/ic4zh4wk3Y"""
0,b'@NBA @NBAonTNT Hey uhhh when are the refs gonna stop deciding games? And uhhh when are these giant men gonna stop f https://t.co/P3o1gtQGL2'
0,b'The NBA refs completely missed Ben Simmons fouled on Serge Ibaka #NBAPlayoffs #Raptors #RTZ #WeTheNorth #game7 #PHIvsTOR'
0,"b""@DarrenWHaynes I won't turn on a NBA game tell this gsw are split up and the nba can be more even"""
0,b'Didnt seem too different from Embiids flagrant foul. Get it right .@nba'
0,b'Good Lord the @NBA is so soft - 3 poked eyes  on one play - holy moly - #3Stoogies #HeyMo'
0,b'Referees are not part of this game. Other than to make non-biased calls. Not to affect the game with their shitty c https://t.co/wGcnnVUIht'
0,b'Fuck those NBA zombie refs'
0,b'Everyone on the court holding their eyes. Everyone watching on TV holding their eyes. NBA sucks and they should feel bad. #ImBigMad'
0,b'Why would the @NBA @NBAonTNT put this game on at 7pm knowing that it will carry pass 9pm which is @GameOfThrones ti https://t.co/KMWvRPdW8E'
0,b'@NBA refs are trash'
0,b'The NBA is so soft these days'
0,b'Gasol clearly had him boxed out fuck nba refs lol'
0,b'RT @SKohly30: Bro deadass Marc Gasol must have slept with these NBA officials wives'
0,b'RT @A_ReedRoberts: Money dont stop . https://t.co/4oKqt2wt6l'
0,b'NBA is so watered down its not even fun to watch smh'
0,b'Embiid got a flagrant for that same shit last game . Fuck the NBA'
0,b'THATS THE SAME EXACT PLAY YO @NBA !'
0,b'Yup. Theres that bias bullshit. @NBA @OfficialNBARefs'
0,b'IDC NBA is sooooo sawft. Flops of epic proportions. #SMH'
0,"b'@BrianOverBraun First rule of summer movie season:  if the NBA playoffs have a tie-in promotion, it stinks https://t.co/dkbAaDfc1t'"
0,b'@NBA your refs are a joke'
0,b'RT @MrEverything__: Softest player Ive ever seen in the NBA is Embiid then Durant. Ive never seen softer players.'
0,"b'The more I watch NBA, the more Im 100 percent sure their Gatorade is spiked with Atrizine.'"
0,b'I havent keep up with NBA this season'
0,b'Embiid said to look at the replay.... we have to do it now...... ball doesnt lie. #NBA #NBAonTNT'
0,b'NBA players this offseason will be learning to play while wearing these.  #NBAplayoffs #NoEyesAreSafe https://t.co/WIb4euaeNE'
0,"b'Went from no one making shots, to EVERYONE making shots lol. I love the NBA playoffs. Inject game 7 basketball in to my veins.'"
0,b'NBA never wants the Raptors to win'
0,b'NBA refs are garbage lmfaooooo'
0,b'3 NBA players fall simultaneously like they were all shot @ryanwhitney6 #sickleague'
0,b'come on Jesus '
0,b'#NBA #NBA CHEATER CHEATERS CHEATERS YOUR OFFICIALS ARE BURTAL AWFULL AND PATHETIC'
0,"b'Yup. Fire everyone, @NBA.'"
0,"b'Joel Embiid is the most ANNOYING Pussy to watch, Guy Flops around like a Soccer player and just fakes everything an https://t.co/GYXtNITh1D'"
0,b'Embid is a fucking pussy. Guy wouldnt last the first period in a pre season NHL game. #NBA press fucking pussys.'
0,b'So #Gasol is being held by #Embiid and #Gasol is fouled. Wow. .@NBA refs really dont like #Gasol. #PHIvsTOR #WeTheNorth'
0,b'@KySportsRadio This is why I dont feel the NBA allowing kids to enter the draft directly out of high school will h https://t.co/7iueZK7o0L'
0,b'NBA is a joke nowadays'
0,"b'@Enes_Kanter Damn, when did the nba lower the minimum age to 12?'"
0,"b'early morning breakfast with nba sa dos,gogogo raptors #nbaonabscbn https://t.co/qgJsrdK1Ut'"
0,b'These refs are ridiculous #NBA . Go @Raptors !'
0,"b""Let's get back to playing basketball and stop with all of this acting. #NBAPlayoffs #nba"""
0,b'There is no more of a pansy in the @NBA than the @sixers @JoelEmbiid. #NBAPlayoffs #TheseRefsSuck'
0,b'@NBA I love how your refs are trying to determine who wins this game'
0,b'The NBA is becoming like soccer with all this flopping.  What a joke!  The 90s pistons would literally be leaving e https://t.co/S0KgqUrrvU'
0,b'@kammthegreat @icetraelatte @ATLHawks @NBA The lottery is wacky now. Look it up'
0,b'RT @BasketballIMO: I thought that without LeBron the league was going to die https://t.co/pykP0ANQ4l'
0,b'I hate tony brothers so much @NBA FIRE HIM!'
0,b'This game is insane. 2 bloody crazy game 7s. #NBA'
0,b'The NBA really doesnt want the raps to win'
0,b'Embid is a fucking pussy. Guy wouldnt last the first period in a pre season NHL game. #NBA breeds fucking pussys.'
0,b'Embiid and Westbrook are the two biggest primadonna pansies in the league. Just begging for flagrants at all times. https://t.co/CSsVOowWFY'
0,b'The Refs are pure shit shame on you @NBA'
0,b'@OfficialNBARefs just incidental contact tonight?  No flagrant?  This is what i hate about the nba...the rules chan https://t.co/zg4CzFGaxJ'
0,b'What is the deal with everyone getting poked in the eye and/or smacked in the face during the NBA playoffs!?'
0,b'LeBron James launches NBA war after C.J. McCollum nail-biter https://t.co/16e6Jq3A59 via @nypostsports'
0,b'@1andrew__ @NBA That shouldve been a flagrant same thing they called on Embiid!'
0,b'Better than Kobe huh? https://t.co/NgNmU7HA0d'
0,b'@JoelEmbiid is a joke of an NBA player. Go play soccer you actor. #nba #playoffs #Raptors #RaptorsVsSixers #TSN'
0,b'THE NBA REFS ARE LITERALLY TERRIBLE'
0,"b'What an fing joke.\n\nHey #NBA , we all know you want the American team for the US ratings but call it fair and let them play'"
0,b'RT @yourfabva: So #Gasol is being held by #Embiid and #Gasol is fouled. Wow. .@NBA refs really dont like #Gasol. #PHIvsTOR #WeTheNorth'
0,b'so how is that not a flagrant if embiids was a flagrant? please explain @NBA'
0,b'@nba rescind Embiids flagrant you cowards'
0,b'I really hate this nba bruh these folks looking for itching for a 3 more then a damn 2 ...its crazy'
0,b'Remember when the NBA Eastern Conference was a joke? Because the second round this year has been anything but.'
0,b'Im gonna have to send my therapy bills to the NBA when these playoffs are over'
0,"b""NBA refs are way more informal than I would've expected..."""
0,b'Take this moment to give Cantons finest some love!  @CJMcCollum You are a bad man!  \n@NBAonTNT \n@LehighU https://t.co/FrI4IiXbpk'
0,"b'The way the @NBA is going, all players will need to wear face masks. #pokegate #eyesontheprize #PHIvsTOR'"
0,b'@NBA the league needs to apologize for the raptors v 76ers game. Poorly officiated'
0,b'NBA REFS ARE PURE TRASH NBA NEEDS TO INVESTIGATE THIS bc nba isnt fun anymore as it used to be #PHIvsTOR'
0,b'@Raptors NBA refs are the stupidest people on the face of the fuckn earth.'
0,"b'Even after watching replay, nba referees still cant make the right call...what a bunch of clowns'"
0,b'This @NBA floppin garbage is gettin out of control. #NBAPlayoffs'
0,b'RT @D0wens_11: He makes me feel I could be in the NBA  https://t.co/gVurQ3Apzb'
0,b'NBA officiating is a joke  lets go @Raptors !!'
0,"b'@GottliebShow All officiating in the NBA is reactionary. You can get away with anything down low, as long as you ar https://t.co/c1PtI0G3k4'"
0,b'@NBA get your shit together...whats a foul now a days? travelling ? carrying? I get why i stopped watching this league.. #horrible'
0,b'These NBA refs need to find a new day job..  #brutal #RaptorsVsSixers'
0,b'Twitter Summary 5/12\n\nYour NBA team did good\n\nActually your NBA team sucks\n\nActually nobody watches the NBA\n\nActual https://t.co/rVKr3uxZpK'
0,b'Bro watching the nba makes me so maddddd.  How yall train this hard in life to act so soft when someone touches you?!!!!!!!!!'
0,b'Ya can deadazz watch the 2nd showing.. nba is live smh'
0,b'RT @yungsjefe: whos got time for GOT when the NBA playoffs are on rn? smh'
0,"b""It's amazing raptors make it to a game 7 playing this bad other than kawhi lol \n#WeTheNorth  #nba #NBAPlayoffs #Kawhi #kawhileonard #Raptors"""
0,"b""@TJLang70 This is a prime example why I don't actively care for the NBA."""
0,b'@NBA Rigged ass league.'
0,b'RT @xXLocoMonoXx: Lil Wayne cancelled.\n2 fake shootings\nKodak gets arrested \nNBA Youngboy gets shot at and his girl gets hit\nand Young'
0,"b'Them refs up in Toronto are crocks of shit. Fuck you, @Raptors refs!     #NBA #NBAPlayoffs #Sixers #HereTheyCome #PhilaUnite #Philly'"
0,b'I would love to talk directly to #adamsilver and ask about officiating against the raptors. Its so blatantly obvio https://t.co/VkNkvPlLFr'
0,"b'If Emibiid is doing step backs, the Sixers might be in trouble lol #NBA'"
0,b'@nba pretty sure the refs are doing the bird box challenge in #Toronto tonight #Raptorsvs76ers https://t.co/1v72oklSl0'
0,b'These niggas really tried to kill NBA YB!  if that nigga gets taken from us next im going off on NRA idgaf'
0,b'CHEATING ASS REFS FUCK THE NBA'
0,b'This @Raptors game is absolutely crazy  #NBAPlayoffs #WeTheNorth #nba #toronto #raptors'
0,b'Everyone single one of these refs should never be allowed in an NBA arena again'
0,b'These NBA players now are all soft and drama queens. Play the fucking game and play it right. No pussy shit'
0,b'RT @mikeacker: Jamal Murray is the fakest tough guy in NBA history.'
0,b'RT @DMarang: This kind of thing doesnt happen in the NBA \n\nA team loses its 2nd most valuable player and closes the season 14-3. \n\nThat'
0,"b'My dad *getting palpably upset* : the nba is so soft\nMe *my tummy hurting, still mad about two commercials that c https://t.co/wgJhYFBVkL'"
0,b'DUDE!! Fuck off!!'
0,b'On bro'
0,b'NBA officiating has been embarrassing and Silver doesnt give a fuck'
0,b'@NBA where do you get your refs from...'
0,b'the nba is a joke'
0,b'Do some #nba players fake or exaggerate injuries these days?'
0,b'RT @XIsThatNigga: 2000s had the worst centers in NBA history'
0,b'These fuckin @NBA referees '
0,b'Nominee for stupidest sports take of the NBA playoffs right here...'
0,b'Hey @NBA these officials are real great. Yall ruined this series'
0,"b""Can't play scared in the NBA playoffs"""
0,b'Yo do yall see the fuckn fouls theyre calling??? @NBA  '
0,b'Great defense = a foul\n\nNBA Refs suck'
0,b'These refs are amateurs. #nba'
0,"b'Stay LOUD Scotiabank Arena, the Raptors are fueled by you.... Keep it up, stay LOUD and proud. #rtz #WeTheNorth #raptors #NBA #nbaplayoffs'"
0,b'Wtf refs own the nba playoffs'
0,b'@NBA @NBAOfficial the officiating in this game is completely atrocious'
0,b'NBA REFS BLOW!!!'
0,b'The NBA should be officiated by cameras and lasers instead of humans'
0,"b""@Erik_Simonis @J15Emerson @jack @sixers I can't watch the NBA with these weak foul calls. They just gifted Leonard https://t.co/2m8YmK0waC"""
0,b'and aab hella bandz got killed in front of cameo smh'
0,"b""Sixers lost this game because they got out hustled. Plain and simple. I can't believe I'm typing the words hustle i https://t.co/1MdSVIr95m"""
0,b'No one crashing the boards no low post presence just a really poorly coached game by @sixers Brett Brown. They need https://t.co/mcKVt2inzF'
0,b'Heres an idea @NBA fire all of your refs and hire news ones because they all suck @OfficialNBARefs'
0,b'@NBA @NBAonTNT Refs trying to give Philly the win'
0,b'NBA officiating is soooo bad.'
0,b'It took Kawhi going to Toronto for the rest of the NBA to realize how great Kawhi really is. Sucks cuz us Spurs fan https://t.co/uvv1P1Nhze'
0,b'Its so disrespectful the NBA didnt postpone this game for Thrones'
0,b'The NBA should be a flag football League. What a joke'
0,b'NBA is so soft'
0,"b'The fact Embiid got called for a flagrant last game, but Gasol didnt get called for one right there, shows you who the NBA wants to move on'"
0,"b'As someone who is primarily a CBB fan, the NBA continuation rules infuriate me.'"
0,b'RT @ddiiaannaa_0307: I deadass wouldve cried soooo hard https://t.co/7DX4r1eqAB'
0,"b'NBA nerds: ""The mid range game has died""\n\nKawhi Leonard and CJ McCollum: ""Nah""'"
0,b'@JoelEmbiid may be the greatest (read: worst and most annoying) flopper in the @NBA. i cant roll my eyes hard enough at this clown.'
0,b'Whatever dude NBA is a fucking joke. The Sixers being out of it so long has made me forget. These foul calls are bogus'
0,b'Bens FITTH on a ticky tac call. Fuck the nba. They want kawhi to advance. Its rigged'
0,b'Behind a babies as s NBA players are second to none in terms of softness hashtag water would melt them'
0,b'Unreal how many fouls relentless cheat Embid gets away with @NBA #NBAPlayoffs'
0,b'How are you supposed to play defense in the NBA? The fuckin refs have fucked the @sixers all series with the fuckin foul calls. #76ers'
0,"b'So the #NBA wants to block my ad blocker but they want to sell me tickets, sell me t-shirts, sell, sell, sell, sell https://t.co/XhOYuVnP2z'"
0,b'Like is the NBA serious. This shit is like so obviously favored for the raptors. Fuck the NBA. More corrupt than our government'
0,"b'Its almost GOT time, dont make me choose NBA'"
